0.05,0.36,1.2592
0.45,0.99,-3.9251
0.12,0.1,1.3762
0.62,0.06,-1.6496
0.16,0.76,-0.44005
0.91,0.86,-0.052155
0.2,0.82,-1.0193
0.91,0.32,1.0612
0.46,0.96,-3.9699
0.02,0.53,0.92218
0.66,0.17,-1.5101
0.14,0.9,-0.52927
0.37,0.62,-2.5031
0.3,0.09,-0.835
0.58,0.43,-2.7318
0.51,0.35,-2.6685
0.9,0.99,-0.23779
0.15,0.38,0.42165
0.67,0.52,-1.8881
0.53,0.92,-3.8833
0.33,0.71,-2.4915
0.88,0.84,-0.22072
0.64,0.52,-2.2648
0.77,0.31,-0.35081
0.5,0.19,-2.314
0.97,0.17,1.6604
0.36,0.62,-2.4645
0.54,0.59,-3.0572
0.1,0.78,0.069702
0.05,0.59,0.70191
0.5,0.73,-3.5281
0.51,0.78,-3.6033
0.31,0.09,-0.95329
0.63,0.34,-2.1799
0.09,0.25,1.222
0.75,0.58,-1.2251
0.89,0.58,0.55932
0.62,0.78,-2.9542
0.22,0.79,-1.2646
0.74,0.6,-1.3332
0.13,0.99,-0.61113
0.46,0.88,-3.6733
0.53,0.65,-3.2951
0.06,0.88,0.10866
0.25,0.92,-1.8868
0.87,0.17,1.0441
0.16,0.26,0.54516
0.53,0.5,-2.9717
0.97,0.86,0.2055
0.93,0.78,0.27694
0.17,0.92,-0.86326
0.79,0.97,-1.471
0.79,0.01,0.43421
0.36,0.3,-1.7735
0.92,0.5,0.72018
0.41,0.93,-3.5309
0.09,0.95,-0.24406
0.68,0.87,-2.5553
0.63,0.53,-2.3763
0.03,0.3,1.4381
0.6,0.4,-2.3792
0.86,0.99,-0.76165
0.86,0.84,-0.41924
0.13,0.24,0.92082
0.45,0.17,-2.2448
0.4,0.64,-2.8468
0.8,0.72,-0.81018
0.38,0.63,-2.6527
0.5,0.77,-3.642
0.65,0.9,-3.0164
0.32,0.13,-1.1532
0.7,0.52,-1.6098
0.66,0.47,-2.064
0.91,0.62,0.44085
0.04,0,1.9595
0.22,0.38,-0.31866
0.18,0.86,-0.98485
0.28,0.19,-0.83623
0.94,0.2,1.4354
0.52,0.14,-2.2823
0.32,0.38,-1.5783
0.67,0.94,-2.7908
0.67,0.45,-1.9534
0.46,0.29,-2.4233
0.62,0.31,-2.0311
0.4,0.93,-3.4546
0.75,0.37,-0.69219
0.62,0.61,-2.6235
0.36,0.51,-2.343
0.32,0.77,-2.4244
0.3,0.11,-0.82398
0.15,0.81,-0.53393
0.74,0.55,-1.2886
0.16,0.24,0.55748
0.54,0.49,-2.8644
0.98,0.02,2.0174
0.4,0.04,-1.7203
0.72,0.9,-2.1862
0.68,0.57,-2.0627
0.26,0.44,-0.95908
1,0.78,0.42694
0.78,0.71,-1.0724
0.99,0.64,0.61913
0.33,0.09,-1.2039
0.44,0.34,-2.446
0.3,0.33,-1.2882
0.6,0.89,-3.3208
0.87,1,-0.66454
0.35,0.79,-2.8701
0.9,0.61,0.37195
0.78,0.75,-1.2931
0.17,0.1,0.76294
0.62,0.87,-3.2582
0.33,0.21,-1.3771
0.37,0.9,-3.2637
0.07,0.71,0.33923
0.27,0.99,-2.2293
0.74,0.59,-1.2793
0.44,0.23,-2.2513
0.34,0.44,-1.9301
0.8,0.01,0.58578
0.65,0.39,-1.8778
0.01,0.35,1.2342
0.11,0.6,0.36885
0.82,0.27,0.46537
0.84,0.36,0.34504
0.79,0.55,-0.52873
0.69,0.49,-1.7348
0.43,0.03,-1.9745
0.46,0.37,-2.6552
0.14,0.87,-0.49461
0.01,0.9,0.18042
0.37,0.46,-2.3017
0.85,0.37,0.43742
0.61,0,-1.5158
0.29,0.67,-1.828
0.28,0.41,-1.3223
0.98,0.92,0.08316
0.69,0.08,-0.86506
0.73,0.19,-0.55086
0.9,0.11,1.3813
0.03,0.43,1.0876
0.29,0.43,-1.2785
0.91,0.88,-0.11844
0.13,0.41,0.52233
0.83,0.08,0.71205
0.04,0.62,0.71418
0.23,0.18,-0.041839
0.62,0.69,-2.8617
0.06,0.02,1.8892
0.97,0.5,0.87667
0.84,0.72,-0.4344
0.17,0.54,-0.078257
0.43,0.36,-2.4995
0.25,0.44,-0.85881
0.51,0.16,-2.3813
0.39,0.16,-1.8967
0.36,0.12,-1.5394
0.92,0.01,1.7429
0.09,0.05,1.5307
0.12,0.24,0.91733
0.02,0.11,1.6906
0.22,0.92,-1.557
0.26,0.33,-0.79423
0.81,0.04,0.64248
0.34,0.94,-2.8786
0.85,0.43,0.24039
0.94,0.95,-0.08887
0.16,0.17,0.66562
0.21,0.92,-1.3046
0.95,0.47,0.9861
0.59,0.7,-2.9554
0.84,0.7,-0.41724
0.71,0.77,-2.0597
0.69,0.45,-1.7317
0.14,0.18,0.89024
0.73,0.8,-1.8429
0.14,0.97,-0.63469
0.86,0.16,1.0481
0.04,0.13,1.6651
0.71,0.34,-1.1648
0.81,0.63,-0.58405
0.84,0.24,0.71759
0.43,0.73,-3.3082
0.86,0.86,-0.48681
0,1,-0.016933
0.78,0.85,-1.336
0.48,0.99,-3.8862
0.64,0.66,-2.4637
0.24,0.07,-0.071764
0.12,0.14,1.114
0.93,0.81,0.19497
0.05,0.19,1.4285
0.22,0.65,-0.94486
0.8,0.79,-0.9279
0.57,0.87,-3.4841
0.16,0.06,0.97136
0.35,0.06,-1.2514
0.68,0.05,-1.0084
0.4,0.58,-2.771
0.89,0.64,0.33694
0.29,0.88,-2.2362
0.15,0.01,1.1182
0.88,0.9,-0.38747
0.65,0.58,-2.3091
0.48,0.14,-2.245
0.34,0.56,-2.1967
0.25,0.63,-1.267
0.08,0.09,1.5235
0.84,0.56,-0.00098505
0.41,0.05,-1.7127
0.13,0.21,0.92263
0.22,0.71,-1.0035
0.99,0.77,0.39893
0.11,0.17,1.2519
0.7,0.47,-1.6361
0.12,0.37,0.72777
0.69,0.55,-1.8947
0.01,0.87,0.25236
0.18,0.89,-0.90643
0.97,0.29,1.2872
0.05,0.4,1.067
0.44,0.75,-3.3315
0.07,0.75,0.39319
0.4,0.82,-3.2493
0.91,0.43,0.87457
0.25,0.39,-0.77915
0.69,0.83,-2.5151
0.2,0.56,-0.5955
0.13,0.32,0.72162
0.57,0.83,-3.5195
0.52,0.46,-2.8168
0.19,0.74,-0.75933
0.27,0.32,-0.866
0.97,0.58,0.74345
0.43,0.44,-2.7173
0.93,0.36,1.0707
0.32,0.21,-1.3676
0.16,0.1,0.86365
0.6,0.86,-3.2438
0.82,0.48,-0.12863
0.68,0.39,-1.6109
0.07,0.61,0.651
0,0.05,1.9234
0.69,0.53,-1.7422
0.32,0.52,-1.8522
0.82,0.33,0.17022
0.36,0.33,-1.963
0.37,0.04,-1.4012
0.94,0.59,0.67796
0.28,0.51,-1.3213
0.61,0.41,-2.3876
0.83,0.24,0.45221
0.87,0.5,0.3695
0.98,0.03,1.9466
0.76,0.55,-0.96504
0.08,0.21,1.2297
0.95,0.88,0.23692
0.07,0.63,0.64261
0.04,0.27,1.3659
0.7,0.14,-0.93093
0.72,0.64,-1.6554
0.24,0.45,-0.80276
0,0.25,1.5191
0.32,0.58,-1.9599
0.77,0.6,-0.93864
0.96,0.41,1.1038
0.74,0.94,-1.9407
0.14,0.67,0.011903
0.97,0.62,0.70899
0.3,0.47,-1.5821
0.54,0.06,-2.1167
0.01,0.4,1.2441
0.01,0.62,0.71323
0.6,0.42,-2.3965
0.55,0.36,-2.6302
0.23,0.88,-1.3881
0.02,0.85,0.22738
0.81,0.64,-0.53308
0.81,0.88,-1.1003
0.01,0.66,0.66201
0.39,0.39,-2.264
0.49,0.29,-2.6342
0.18,0.09,0.66822
0.18,0.54,-0.2725
0.03,0.5,0.974
0.53,0.75,-3.5026
0.38,0.38,-2.1798
0.27,0.08,-0.41755
0.37,0.37,-2.0934
0.04,0.49,0.7853
0.98,0.54,0.89529
1,0.18,1.6255
0.05,0.7,0.47362
0.78,0.01,0.32733
0.81,0.82,-0.92025
0.44,0.7,-3.2824
0.29,0.31,-1.0803
0.29,0.39,-1.3038
0.75,0.22,-0.453
0.54,0.79,-3.5202
0.06,0.8,0.31438
0.14,0.89,-0.40166
0.14,0.99,-0.66714
0.74,0.98,-1.9948
0.05,0.57,0.7373
0.06,0.2,1.4659
0.92,0.15,1.453
0.93,0.72,0.37353
0.09,0.21,1.3197
0.16,0.79,-0.48433
0.27,0.1,-0.42242
0.47,0.78,-3.5691
0.58,0.38,-2.5044
0.81,0.65,-0.66716
0.3,0.41,-1.4474
0.47,0.17,-2.2632
0.7,0.05,-0.72148
0.17,0.19,0.52926
0.8,0.45,-0.26889
0.34,0.2,-1.4623
0.52,0.86,-3.6634
0.78,0.93,-1.4244
0.1,0.62,0.42007
0.9,0.98,-0.29106
0.37,0.71,-2.7568
0.27,0.06,-0.47231
0.91,0.54,0.64787
0.42,0.28,-2.225
0.94,0.31,1.2865
0.43,0.54,-2.8684
0.1,0.44,0.61769
0.91,0.68,0.41976
0.71,0.35,-1.2151
0.76,0.85,-1.6392
0.33,0.01,-1.048
0.44,0.32,-2.4638
0.45,0.93,-3.7482
0.93,0.3,1.0905
0.31,0.91,-2.5029
1,0.97,0.1061
0.6,0.83,-3.3154
0.29,0.01,-0.52474
0.4,0.94,-3.4484
0.95,0.69,0.40444
0.06,0.6,0.6683
0.06,0.11,1.5737
0.63,0.62,-2.5795
1,0.25,1.4139
0,0.46,1.0575
0.44,0.05,-1.9154
0.86,0.91,-0.58194
0.99,0.12,1.8081
0.97,0.39,1.1859
0.21,0.27,-0.05317
0.58,0.7,-3.1906
0.63,0.5,-2.3416
0.2,0.91,-1.1401
0.04,0.34,1.2914
0.1,0.17,1.2867
0.59,0.47,-2.5531
0.39,0.35,-2.2853
0.56,0.6,-3.1029
0.02,0.8,0.48392
0.56,0.81,-3.4236
0.68,0.29,-1.4511
0.95,0.83,0.37538
0.7,0.45,-1.4615
0.91,0.26,1.1631
0.69,0.02,-0.76437
0.45,0.49,-2.9585
0.59,0.4,-2.4499
0.97,0.85,0.30288
0.05,0.68,0.52437
0.09,0.35,0.968
0.2,0.08,0.47197
0.03,0.71,0.54835
0.77,0.97,-1.6268
0.77,0.62,-0.96064
0.79,0.38,-0.31341
1,0.85,0.31003
0.44,0.43,-2.6748
0.13,0.83,-0.3165
0.19,0.32,0.24125
0.18,0.47,-0.082325
0.53,0.77,-3.6047
0.05,0.23,1.4496
0.95,0.6,0.64347
0.08,0.71,0.31592
0.17,0.77,-0.6399
0.85,0.11,0.93239
0.61,0.52,-2.4784
0.79,0.1,0.1975
0.21,0.37,-0.24856
0.36,0.27,-1.7778
0.33,0.88,-2.6976
0.35,0.58,-2.2241
0.92,0.14,1.4454
0.45,0.51,-2.8314
0.01,0,1.9536
0.56,0.86,-3.6294
0.75,0.6,-1.1884
0.35,0.67,-2.5154
0.75,0.79,-1.6085
0.29,0.69,-1.7647
0.06,0.7,0.47266
0.38,0.31,-2.0863
0.98,0.82,0.32127
0.42,0.17,-2.1302
0.61,0.14,-1.802
0.74,0.2,-0.56581
0.42,0.01,-1.7448
0.05,0.28,1.4323
0.48,0.64,-3.1915
0.9,0.47,0.6973
0.55,0.45,-2.8577
1,0.87,0.29576
1,0.9,0.19667
0.58,0.87,-3.6186
0.53,0.63,-3.2456
0.13,0.5,0.35843
0.91,0.58,0.57761
0.29,0.47,-1.4156
0.4,0.26,-2.1092
0.27,0.23,-0.66558
0.03,0.91,0.18936
0.61,0.38,-2.2695
0.71,0.1,-0.75676
0.08,0.56,0.57775
0,0.74,0.50769
0.05,0.14,1.6174
0.21,0.49,-0.50028
0.57,0.63,-2.9868
0.14,0.06,1.191
0.3,0.87,-2.2708
0.02,0.28,1.3782
0.94,0.61,0.68689
0.49,0.1,-2.1434
0.39,0.85,-3.2296
0.02,0.37,1.2301
0.93,0.26,1.2987
0.59,0.89,-3.3824
0.87,0.74,-0.061741
0.49,0.94,-3.8493
0.22,0.97,-1.4563
0.22,0.46,-0.4848
0.51,0.71,-3.3487
0.36,0.1,-1.4856
0.43,0.84,-3.5293
0.83,0.28,0.49547
0.48,0.51,-3.004
0.43,0.96,-3.6184
0.75,0.9,-1.9071
0.29,0.58,-1.7128
0.08,0.38,0.87594
0.4,0.74,-3.1323
0.5,0.2,-2.3151
0.75,0.63,-1.2491
0.84,0.18,0.61608
0.9,0.18,1.1883
0.48,0.96,-3.8872
0.28,0.3,-0.92224
0.52,0.48,-2.9506
0.89,0.49,0.56336
0.73,0.3,-0.83683
0.46,0.49,-2.8682
0.54,0.02,-2.0649
0.39,0.32,-2.211
0.47,0.35,-2.5593
0.31,0.53,-1.7803
0.52,0.06,-2.0801
0.54,0.35,-2.5799
0.81,0.4,-0.18969
0.16,0.27,0.54562
0.05,0.94,-0.11041
0.31,0.58,-1.9135
0.39,0.88,-3.2092
0.16,1,-0.95593
0.71,0.43,-1.349
0.31,0.52,-1.7527
0.74,0.73,-1.5843
0.68,0.99,-2.777
0.77,0.22,-0.09436
0.67,0.07,-1.102
0.23,0.19,-0.13008
0.78,0.63,-1.0069
0.69,0.36,-1.3944
0.44,0,-1.8807
0.94,0.27,1.2605
0.9,0.28,0.98514
0.78,0.18,0.026999
0.4,0.39,-2.3923
0.24,0.19,-0.24877
0.69,0.46,-1.6314
0.52,0.77,-3.5672
0.23,0.6,-0.82788
0.74,0.04,-0.23232
0.19,0.21,0.37252
0.12,0,1.3963
0.08,0.87,0.035167
1,0.96,0.012546
0.37,0.42,-2.2205
0.46,0.79,-3.6276
0.27,0.7,-1.6393
0.36,0.49,-2.2424
0.06,0.89,0.027743
0.73,0.49,-1.1703
0.17,0.84,-0.8566
0.19,0.87,-1.0589
0.61,0.43,-2.3236
0.52,0.79,-3.5701
0.07,0.06,1.6841
0.99,0.75,0.46527
0.56,0.45,-2.7589
0.08,0.81,0.10901
0.55,0.72,-3.2185
0.72,0.19,-0.6383
0.43,0.23,-2.2761
0.93,0.04,1.7203
0.2,0.12,0.32808
0.5,0.16,-2.3519
0.36,0.76,-2.8781
0.11,0.32,0.90273
0.56,0.79,-3.4871
0.45,0.72,-3.3767
0.89,0.21,1.1549
0.97,0.45,1.057
0.38,0.76,-3.029
0.14,0.77,-0.23988
0.2,0.84,-1.036
0.75,0.19,-0.45819
0.13,0.96,-0.52148
0.52,0.71,-3.2981
0.03,0.21,1.5883
0.44,0.77,-3.3903
0.79,0.54,-0.58457
0.35,0.99,-3.107
0.94,0.55,0.79342
0.97,0.75,0.34286
0.27,0.01,-0.3063
0.09,0.7,0.25367
0.44,0.25,-2.3807
0.07,0.68,0.46923
0.86,0.59,0.036206
0.2,0.43,-0.22528
0.78,0.64,-0.94582
0.31,0.05,-0.89827
0.89,0.9,-0.21837
0.33,0.82,-2.4674
0.67,0.98,-2.9427
0.11,0.79,0.0019126
0.49,0.85,-3.7405
1,0.4,1.2006
0.14,0.98,-0.64186
0.42,0.04,-1.8536
0.21,0.79,-1.1582
0.75,0.52,-1.0515
0.83,0.73,-0.51198
0.52,0.41,-2.7902
0.98,0.46,1.0675
0.27,0.29,-0.79466
0.14,0.22,0.90345
0.44,0.02,-1.8365
0.98,0.76,0.38895
0.63,0.36,-2.1575
0.18,0.81,-0.83315
0.93,0.44,0.99643
0.88,0.19,1.0641
0.03,0.89,0.15579
0.51,0.99,-4.0026
0.67,0.17,-1.3308
0.92,0.24,1.3222
0.95,0.36,1.3317
0.87,0.71,-0.15146
0.98,0.1,1.7971
0.83,0.21,0.58456
0.86,0.14,0.88649
0.51,0.28,-2.4697
0.11,0.61,0.38387
0.82,0.71,-0.62406
0.49,1,-3.9776
0.31,0.87,-2.4953
0.41,0.62,-2.938
0.24,0.21,-0.22722
0.39,0.38,-2.358
0.76,0.98,-1.8212
0.41,0.11,-1.8445
0.24,0.06,-0.015178
0.92,0.08,1.7005
0.57,0.71,-3.1664
0.44,0.17,-2.1542
0.64,0.63,-2.5839
0.95,0.96,0.079538
0.23,0.04,0.18183
0.09,0.96,-0.13768
0.99,0.48,1.0563
0.19,0.86,-1.0304
0.08,0.31,1.0712
0.63,0.17,-1.8056
0.88,0.63,0.14524
0.06,0.82,0.29145
0.92,0.41,0.98127
0.04,0.89,0.082145
0.61,0.56,-2.679
0.18,0.28,0.25033
0.07,0.83,0.083435
0.46,0.1,-2.0642
0.45,0.14,-2.1243
0.1,0.71,0.17786
0.52,0.03,-1.9939
0.85,0.88,-0.6011
0.3,0.38,-1.3989
0.71,0.98,-2.6025
0.39,0.69,-2.876
0.37,0.99,-3.3979
0.32,0.59,-1.9786
0.63,0.61,-2.6441
0.04,0.43,1.0975
0.69,0.72,-2.2148
0.8,0.23,0.14404
0.63,0.46,-2.2876
0.35,0.19,-1.5118
0.4,0.41,-2.5119
0.08,0.65,0.4004
0.85,0.33,0.59955
0.94,0.57,0.75119
0.36,0.23,-1.768
0.37,0.15,-1.7035
0.28,0.69,-1.7719
0.32,0.32,-1.519
0.09,0.04,1.6107
0.01,0.42,1.1963
0.84,0.91,-0.67006
0.06,0.35,1.241
0.49,0.7,-3.4224
0.51,0.34,-2.594
0.23,0.82,-1.3969
0.36,0.52,-2.3587
0.81,0.94,-1.0911
0.87,0.45,0.55837
0.53,0.73,-3.3544
0.1,0.22,1.2334
0.82,0.96,-1.0509
0.59,0.87,-3.5613
0.65,0.55,-2.2204
0.26,0.72,-1.51
0.87,0.65,0.052421
0.29,0.46,-1.4606
0.93,0.62,0.55353
0.12,0.16,1.2812
0.68,0.5,-1.8191
0.24,0.25,-0.3391
0.35,0.39,-1.9903
0.62,0.97,-3.3679
0.68,0.75,-2.394
0.34,0.65,-2.3664
0.21,0.25,0.025516
0.19,0.54,-0.32759
0.91,0.66,0.43
0.21,0.65,-0.8439
0.99,0.97,0.068269
0.36,0.7,-2.7266
0.89,0.82,-0.12316
0.37,0.35,-2.0813
0.43,0.09,-2.021
0.97,0.61,0.80329
0.62,0.89,-3.2486
0.19,0.52,-0.26011
0.1,0.31,1.0843
0.9,0.25,1.1021
0.79,0.26,-0.12077
0.31,0.45,-1.6898
0.4,0.19,-2.0328
0.66,0.88,-2.8927
0.26,0.49,-1.099
0.67,0.93,-2.8823
0.44,0.74,-3.3641
0.48,0.63,-3.1925
0.36,0.13,-1.549
0.94,0.68,0.49951
0.6,0.9,-3.5181
0.37,0.11,-1.5858
0.52,0.21,-2.3533
0.59,0.27,-2.2125
0.52,0.99,-3.9825
0.96,0.93,0.048631
0.48,0.38,-2.7651
0.2,0.49,-0.31806
0.83,0.62,-0.27264
0.23,0.52,-0.78553
0.54,0.56,-3.0483
0.77,0.5,-0.85823
0.75,0.71,-1.4747
0.77,0.02,0.22679
0.16,0.52,0.099485
0.99,0.43,1.0935
0.47,0.87,-3.7176
0.04,0.98,-0.14098
0.82,0.23,0.35901
0.42,0.48,-2.7281
0.9,0.57,0.45171
0.89,0.2,1.04
0.71,0.62,-1.7488
0.43,0.58,-2.8721
0.74,0.31,-0.72536
0.92,0.02,1.6499
0.45,0.39,-2.6024
0.29,0.44,-1.2867
0.15,0.65,-0.22881
0.73,0.1,-0.32756
0.71,0.08,-0.53369
0.33,0.69,-2.4453
0.41,0.36,-2.4853
0.86,0.71,-0.056231
0.89,0.76,-0.077185
0.64,0.97,-3.2166
0.54,0.75,-3.4207
0.6,0.3,-2.1614
0.72,0.57,-1.5411
0.71,0.84,-2.2114
0.61,0.7,-2.9475
0.2,0.52,-0.45285
0.98,0.79,0.47324
0.12,0.61,0.22987
0.37,0.65,-2.6703
0.76,0.26,-0.42796
0.72,0.75,-1.947
0.72,0.84,-2.1453
0.13,0.77,-0.20835
0.09,0.94,-0.13742
0.23,0.72,-1.09
0.86,0.97,-0.61003
0.75,0.83,-1.5876
0.18,0.21,0.3627
0.89,0.17,1.1955
0.67,0.22,-1.4857
0.31,0.36,-1.3996
0.24,0.34,-0.60601
0.36,0.67,-2.641
0.73,0.03,-0.42509
0.66,0.27,-1.5698
0.83,0.1,0.71898
0.66,0.5,-1.9884
0.58,0.32,-2.3783
0.04,0.44,0.95276
0.86,0.09,1.1378
0.57,0.36,-2.5593
0.56,0.03,-1.8866
0.57,0.59,-3.0155
0.98,0.34,1.3072
0.25,0.33,-0.61073
0.27,0.88,-2.0176
0.54,0.73,-3.423
0.94,0.73,0.46709
0.76,0.51,-0.89016
0.6,0.51,-2.583
0.35,0.95,-2.9815
0.31,0.62,-2.0372
0.19,0.79,-0.8916
0.4,0.32,-2.2312
0.86,0.12,1.0654
0.01,0.34,1.4725
0.88,0.23,0.99208
0.67,0.26,-1.5155
0.23,0.87,-1.4587
0.02,0.1,1.7294
0.19,0.67,-0.57601
0.77,0.43,-0.59533
0.21,0.68,-0.87105
0.39,0.59,-2.7382
0.04,0.19,1.5373
0.6,0.97,-3.5766
0.03,1,-0.09148
0.63,0.12,-1.6438
