0.452,1.6082
0.823,2.0426
0.055,1.0536
0.721,2.008
0.118,1.0357
0.209,1.2325
0.9,2.3782
0.626,1.7693
0.674,1.7958
0.426,1.5205
0.8,2.1
0.891,2.2411
0.949,2.3552
0.774,1.9668
0.362,1.4718
0.506,1.6633
0.902,2.2536
0.756,2.0042
0.278,1.4
0.335,1.3483
0.643,1.8733
0.045,1.0233
0.077,1.0467
0.923,2.3058
0.492,1.6167
0.341,1.5002
0.899,2.3041
0.824,2.1255
0.016,1.0827
0.387,1.4556
0.121,1.252
0.356,1.4641
0.565,1.7289
0.89,2.3411
0.918,2.3761
0.528,1.5941
0.784,2.0158
0.948,2.3912
0.239,1.2887
0.104,1.0396
0.145,1.0495
0.336,1.3423
0.164,1.1169
0.608,1.7965
0.785,2.0838
0.476,1.5886
0.659,1.7354
0.571,1.7631
0.43,1.4241
0.259,1.2501
0.903,2.213
0.366,1.4353
0.731,2.0646
0.224,1.2769
0.154,1.2001
0.793,2.0511
0.463,1.6144
0.142,1.2013
0.027,1.0199
0.289,1.3425
0.165,1.2252
0.753,2.0086
0.251,1.294
0.049,1.1211
0.371,1.5124
0.095,1.1461
0.811,2.2135
0.252,1.349
0.36,1.384
0.691,2.0783
0.301,1.3106
0.177,1.2352
0.465,1.5645
0.806,2.1902
0.514,1.5745
0.651,1.8688
0.193,1.2651
0.416,1.4773
0.533,1.711
0.265,1.2943
0.17,1.1217
0.557,1.6945
0.743,2.0449
0.003,1.1275
0.248,1.3205
0.378,1.3607
0.86,2.1106
0.342,1.3773
0.16,1.2764
0.65,1.9046
0.503,1.6357
0.816,2.1
0.79,2.0302
0.617,1.8382
0.119,1.1394
0.681,1.9793
0.804,2.1125
0.875,2.2616
0.534,1.707
0.167,1.1365
0.656,1.8883
0.273,1.3243
0.664,1.7695
0.401,1.4986
0.895,2.2456
0.437,1.4807
0.632,1.8544
0.367,1.3839
0.247,1.2445
0.513,1.8179
0.129,1.1545
0.749,2.049
0.124,1.055
0.546,1.6962
0.858,2.1336
0.83,2.157
0.873,2.3084
0.904,2.2044
0.559,1.7066
0.771,2.06
0.966,2.348
0.579,1.766
0.112,1.1651
0.421,1.476
0.844,2.1997
0.85,2.1524
0.851,2.2763
0.856,2.2218
0.037,1.0374
0.675,1.883
0.137,1.126
0.582,1.8135
0.595,1.8059
0.801,2.1563
0.758,2.0303
0.932,2.358
0.21,1.2785
0,1.1172
0.938,2.303
0.645,1.7264
0.326,1.4049
0.08,1.0348
0.35,1.349
0.655,1.8547
0.591,1.8115
0.676,1.8836
0.741,2.0301
0.835,2.319
0.481,1.5757
0.093,1.0527
0.841,2.1917
0.799,2.1411
0.073,1.0865
0.781,2.1242
0.531,1.6962
0.887,2.2229
0.161,1.1857
0.522,1.6365
0.305,1.2573
0.369,1.4131
0.5,1.6114
0.63,1.8499
0.867,2.2181
0.303,1.3097
0.742,1.9902
0.748,1.9749
0.963,2.4767
0.262,1.3232
0.039,0.98871
0.318,1.3725
0.222,1.1973
0.059,1.1008
0.515,1.6229
0.711,2.0225
0.962,2.3401
0.266,1.2777
0.978,2.4489
0.635,1.7375
0.261,1.3079
0.488,1.6468
0.285,1.3488
0.221,1.2781
0.814,2.0842
0.013,0.9552
0.27,1.2518
0.351,1.4098
0.337,1.3881
0.349,1.281
0.619,1.804
0.896,2.3401
0.375,1.335
0.019,1.0243
0.419,1.4854
0.205,1.1738
0.054,1.0112
0.035,1.152
0.849,2.2642
0.598,1.8499
0.359,1.4535
0.792,2.2071
0.525,1.6365
0.642,1.9294
0.06,1.0164
0.612,1.7784
0.192,1.0987
0.302,1.348
0.395,1.4885
0.424,1.4779
0.197,1.2258
0.922,2.2879
0.144,1.1901
0.2,1.1982
0.108,1.1832
0.648,1.8689
0.128,1.1676
0.944,2.4788
0.773,2.0354
0.434,1.5932
0.223,1.1992
0.937,2.3879
0.453,1.6048
0.706,1.9469
0.208,1.267
0.159,1.2099
0.985,2.4299
0.211,1.241
0.539,1.6886
0.379,1.3623
0.346,1.3779
0.12,1.1728
0.715,1.9934
0.673,1.9057
0.047,1.039
0.644,1.7985
0.933,2.4165
0.169,1.0611
0.961,2.4535
0.288,1.2797
0.098,1.0404
0.725,1.9599
0.468,1.6363
0.005,1.0318
0.097,1.0818
0.694,1.9424
0.497,1.6089
0.034,1.0792
0.339,1.3356
0.122,1.1579
0.058,1.0032
0.069,1.1577
0.907,2.2897
0.94,2.4725
0.009,0.86259
0.631,1.8107
0.397,1.4993
0.983,2.5197
0.293,1.4613
0.194,1.2169
0.76,2.1234
0.274,1.3287
0.114,1.0977
0.05,1.0259
0.54,1.6362
0.987,2.3442
0.958,2.427
0.707,1.9631
0.243,1.3182
0.296,1.3852
0.411,1.4741
0.862,2.1415
0.018,1.0005
0.62,1.8317
0.677,1.8811
0.053,1.0868
0.348,1.4195
0.628,1.7334
0.07,1.0558
0.607,1.7539
0.548,1.7475
0.412,1.4917
0.993,2.5951
0.914,2.3512
0.92,2.3908
0.817,2.1201
0.308,1.3361
0.517,1.6703
0.171,1.1879
0.709,1.9539
0.776,2.0939
0.272,1.3488
0.838,2.2187
0.281,1.3727
0.116,1.1649
0.588,1.6862
0.331,1.4215
0.297,1.3703
0.718,1.9182
0.479,1.5771
0.33,1.3377
0.188,1.1769
0.977,2.4197
0.848,2.1429
0.976,2.4627
0.284,1.3119
0.212,1.1849
0.175,1.2205
0.6,1.754
0.95,2.3841
0.682,1.9104
0.916,2.2945
0.498,1.5743
0.876,2.2623
0.75,2.1311
0.1,1.0668
0.3,1.3344
0.55,1.6338
0.554,1.6492
0.586,1.7561
0.148,1.1699
0.952,2.363
0.641,1.7978
0.662,1.8548
0.377,1.4549
0.237,1.1929
0.322,1.3931
0.496,1.564
0.067,1.0927
0.738,1.9611
0.611,1.9087
0.444,1.5655
0.577,1.6593
0.353,1.3948
0.778,2.0551
0.429,1.4074
0.597,1.8426
0.26,1.2984
0.071,1.1403
0.14,1.1771
0.633,1.8432
0.304,1.2826
0.695,1.9089
0.526,1.7288
0.755,2.1331
0.271,1.3173
0.431,1.5386
0.956,2.482
0.596,1.8177
0.846,2.2236
0.566,1.7639
0.143,1.1853
0.622,1.8275
0.969,2.457
0.959,2.4066
0.49,1.5268
0.183,1.1498
0.158,1.14
0.913,2.2991
0.403,1.5396
0.763,1.9382
0.687,1.9511
0.745,2.1122
0.964,2.4195
0.685,1.9408
0.625,1.8705
0.491,1.6166
0.599,1.8599
0.09,1.0773
0.44,1.5475
0.843,2.1534
0.358,1.5238
0.038,1.1774
0.235,1.2695
0.512,1.7144
0.357,1.4267
0.703,2.0211
0.396,1.5348
0.385,1.5199
0.684,1.8609
0.102,1.0912
0.747,2.0637
0.941,2.3671
0.53,1.6791
0.026,1.0518
0.138,1.1579
0.728,1.9421
0.592,1.7129
0.524,1.7192
0.812,2.1242
0.373,1.3938
0.214,1.2801
0.439,1.5046
0.585,1.7054
0.269,1.3996
0.538,1.6876
0.997,2.3234
0.309,1.4314
0.59,1.7945
0.029,0.97297
0.654,1.8259
0.791,2.0806
0.153,1.1027
0.18,1.2354
0.324,1.377
0.558,1.6998
0.705,1.8919
0.275,1.2854
0.925,2.3937
0.581,1.7773
0.314,1.4128
0.229,1.2364
0.064,1.1444
0.389,1.5357
0.68,1.9717
0.737,2.0942
0.455,1.5314
0.589,1.7859
0.486,1.6127
0.897,2.2833
0.37,1.4198
0.988,2.5553
0.734,1.9844
0.079,1.1285
0.384,1.4874
0.934,2.3522
0.888,2.2248
0.864,2.2859
0.532,1.6712
0.057,1.0616
0.796,2.2237
0.298,1.3609
0.69,1.9414
0.88,2.1793
0.908,2.1767
0.399,1.401
0.561,1.6492
0.97,2.5356
0.134,1.176
0.854,2.1728
0.583,1.7498
0.874,2.3397
0.989,2.4685
0.232,1.1727
0.199,1.2823
0.788,2.0737
0.542,1.6026
0.572,1.7741
0.818,2.1555
0.024,1.0053
0.056,1.0894
0.519,1.703
0.195,1.2052
0.25,1.234
0.327,1.3225
0.136,1.0949
0.98,2.4759
0.74,1.9552
0.477,1.5696
0.906,2.4047
0.829,2.0602
0.141,1.1713
0.01,1.1197
0.905,2.4119
0.769,2.0602
0.423,1.6067
0.832,2.1201
0.011,1.0437
0.217,1.2669
0.061,1.0691
0.202,1.2149
0.556,1.7152
0.99,2.5451
0.172,1.1598
0.553,1.7044
0.968,2.4039
0.482,1.6684
0.021,1.0713
0.826,2.1568
0.965,2.3347
0.333,1.4741
0.343,1.3593
0.647,1.8818
0.839,2.1657
0.624,1.7557
0.299,1.35
0.939,2.3022
0.898,2.3181
0.657,1.8619
0.312,1.3922
0.893,2.2759
0.819,2.2124
0.332,1.4123
0.764,2.1129
0.869,2.277
0.787,2.1254
0.406,1.5461
0.113,1.0778
0.402,1.554
0.023,1.0321
0.325,1.3565
0.719,2.0527
0.008,1.0608
0.945,2.402
0.295,1.4089
0.354,1.3675
0.418,1.4757
0.409,1.4248
0.935,2.415
0.386,1.441
0.374,1.4866
0.233,1.3092
0.71,1.8946
0.929,2.3573
0.551,1.767
0.213,1.2125
0.52,1.6108
0.076,0.98906
0.537,1.5646
0.074,1.0711
0.364,1.4489
0.568,1.8102
0.133,1.098
0.996,2.5438
0.982,2.5932
0.602,1.7337
0.316,1.3314
0.855,2.1907
0.096,1.1057
0.696,1.9526
0.306,1.3212
0.433,1.5804
0.84,2.1664
0.72,2.0296
0.29,1.3933
0.03,1.06
0.757,2.086
0.994,2.4971
